main_id,coo_bibcode,object_id,ra_in,dec_in,_source_set,_survey,object_id_clean,row_key
PKS 1211+000,2015ApJS..219...12A,39627751551929262,182.6304440680455,-1.6136422045075651,filtered_data,desi,39627751551929262,274
LINEAR 3204251,2020yCat.1350....0G,39627763648304468,183.7301465758252,-1.1201448166160852,filtered_data,desi,39627763648304468,275
LEDA 1127400,2020yCat.1350....0G,39627763652498437,183.988014889816,-1.0751500603321766,filtered_data,desi,39627763652498437,276
Mrk 1311,2020yCat.1350....0G,39627757591727291,182.6340641831549,-1.3142629971637123,filtered_data,desi,39627757591727291,277
Mrk 1311,2020yCat.1350....0G,2305843036761887930,182.63406958447865,-1.3142566751997853,filtered_data,desi,2305843036761887930,278
SDSS J121236.77-002120.7,2011ApJ...731..119R,39627781759306786,183.1532533256824,-0.3557425376283781,filtered_data,desi,39627781759306786,279
V* V381 Vir,2020yCat.1350....0G,39627763652495923,183.8657916691659,-0.8823843154431504,filtered_data,desi,39627763652495923,280
[VV2006] J121557.6-000721,2020yCat.1350....0G,39627787811689470,183.9899324060189,-0.1220919919704604,filtered_data,desi,39627787811689470,281
[VV2006] J121347.6+000129,2020yCat.1350....0G,39627787803299790,183.44805450949715,0.0250092902801612,filtered_data,desi,39627787803299790,282
[VV2006] J121503.1+003450,2020yCat.1350....0G,39627799891280248,183.763040575162,0.580731379546691,filtered_data,desi,39627799891280248,283
LEDA 1146381,2020yCat.1350....0G,2305843036770279983,181.0794786974008,-0.3155286978634813,filtered_data,desi,2305843036770279983,284
SDSS J120208.45-001412.9,2020yCat.1350....0G,39627781717361556,180.5352063687437,-0.2369082149633917,filtered_data,desi,39627781717361556,285
HSCS J120312-001118,2020yCat.1350....0G,39627781721556004,180.80264459574016,-0.1885603396979755,filtered_data,desi,39627781721556004,286
NGC  4044,2020yCat.1350....0G,39627781717363534,180.62298198086984,-0.2124359381787506,filtered_data,desi,39627781717363534,287
Z  13-96,2020yCat.1350....0G,39627811954098481,182.7669441846273,0.972312452181994,filtered_data,desi,39627811954098481,288
Z  13-96,2020yCat.1350....0G,2305843036774469497,182.76693805645712,0.9723256928521204,filtered_data,desi,2305843036774469497,289
Z  13-116,2020yCat.1350....0G,2305843036774472000,184.01861766047523,1.1804355385371332,filtered_data,desi,2305843036774472000,290
SDSS J135818.71+062553.2,2020yCat.1350....0G,39627945039367412,209.57797534772,6.431456171877656,filtered_data,desi,39627945039367412,291
2MASS J11575874-0022208,2020yCat.1350....0G,39627781696393948,179.494701915481,-0.3724724967885844,filtered_data,desi,39627781696393948,292
6dFGS gJ115235.0-000543,2020yCat.1350....0G,39627787715218904,178.1458044191701,-0.0952039790409152,filtered_data,desi,39627787715218904,293
LBQS 1149+0043,2020yCat.1350....0G,39627799794813391,178.0973786495241,0.4410544796933379,filtered_data,desi,39627799794813391,294
2QZ J115358.4+005223,2020yCat.1350....0G,39627805838807619,178.493690423654,0.873298105809173,filtered_data,desi,39627805838807619,295
SDSS J095938.88+003512.5,2020yCat.1350....0G,39627799320858097,149.9120199116139,0.5868150225294944,filtered_data,desi,39627799320858097,296
LEDA 1179397,2020ApJS..249....3A,39627811387870600,149.1778981608216,0.9302114267186478,filtered_data,desi,39627811387870600,297
2QZ J095859.7+004718,2020yCat.1350....0G,39627805356463811,149.7491572318197,0.7885794006834005,filtered_data,desi,39627805356463811,298
[VV2000] J095946.8+004918,2020yCat.1350....0G,2305843037781108149,149.9451070506115,0.8218520942100302,filtered_data,desi,2305843037781108149,299
2MASX J09592102+0117518,2020yCat.1350....0G,39627817440250020,149.83766574417632,1.2977391166377368,filtered_data,desi,39627817440250020,300
ACS-GC 20024183,2007ApJS..172...99C,39627829515652887,149.7015145432715,1.6383442228357612,filtered_data,desi,39627829515652887,301
[VV2006] J095844.9+014309,2020yCat.1350....0G,39627829515652580,149.68725446912703,1.719167358043064,filtered_data,desi,39627829515652580,302
SDSS-C4 1304,2020ApJS..246....2A,39627823463272427,148.94560753453908,1.60186826906555,filtered_data,desi,39627823463272427,303
[VV2006] J095835.9+015156,2020yCat.1350....0G,39627829515651965,149.64993227417102,1.865853872272749,filtered_data,desi,39627829515651965,304
Z   8-3,2020yCat.1350....0G,39627829507263476,149.13946719739852,1.8492164516637164,filtered_data,desi,39627829507263476,305
Z   8-3,2020yCat.1350....0G,2305843037781102730,149.1394623626215,1.849228655408885,filtered_data,desi,2305843037781102730,306
COSMOS2015 372743,2009ApJS..184..218L,39627829511459915,149.46735767844652,1.8555742922802216,filtered_data,desi,39627829511459915,307
LEDA 1205871,2020yCat.1350....0G,2305843037793691992,151.13946980946514,1.7877563659718538,filtered_data,desi,2305843037793691992,308
SDSS J100208.54+014553.5,2009ApJS..182..543A,39627829532426981,150.535610075788,1.764887566149698,filtered_data,desi,39627829532426981,309
2XMM J100220.6+014614,2015ApJS..219...12A,39627829532427970,150.58605698773488,1.7706935321220612,filtered_data,desi,39627829532427970,310
SDSS J100049.58+014923.7,2007ApJS..172...46S,39627829524042019,150.20662652486337,1.8232621940116656,filtered_data,desi,39627829524042019,311
COSMOS2015 365746,2007ApJS..172...99C,39627829524041800,150.1987490209788,1.8434470563011087,filtered_data,desi,39627829524041800,312
COSMOS2015 299360,2007ApJS..172...99C,39627829524038460,150.0384110774403,1.740963910498742,filtered_data,desi,39627829524038460,313
2QZ J095940.1+015121,2012ApJS..203...21A,39627829519846592,149.91776386278582,1.8559817592794297,filtered_data,desi,39627829519846592,314
[VV2006] J100051.9+015919,2009ApJS..182..543A,39627835563840068,150.21634276006952,1.988702056308455,filtered_data,desi,39627835563840068,315
[VV2006] J100025.2+015851,2020yCat.1350....0G,39627835563837531,150.10520076966756,1.981133583329373,filtered_data,desi,39627835563837531,316
[VV2006] J100201.5+020329,2020yCat.1350....0G,39627835572224201,150.5062953400338,2.0581924640341898,filtered_data,desi,39627835572224201,317
SDSS J100104.42+020437.1,2007ApJS..172...46S,39627835568030155,150.2684605043037,2.077001547336089,filtered_data,desi,39627835568030155,318
2dFGRS TGN421Z182,2020yCat.1350....0G,39627835576422677,150.96242272905474,2.041020097601165,filtered_data,desi,39627835576422677,319
VVDS 100481003,2020yCat.1350....0G,39627841620413954,151.1617596863864,2.2093181334444187,filtered_data,desi,39627841620413954,320
Z  36-24,2020yCat.1350....0G,39627841612027510,150.7460640255189,2.343021150059698,filtered_data,desi,39627841612027510,321
Z  36-24,2020yCat.1350....0G,2305843037793693218,150.7460780099379,2.343035226593345,filtered_data,desi,2305843037793693218,322
[VV2006] J095858.7+020138,2020yCat.1350....0G,39627835555452195,149.74450948624244,2.027513087208732,filtered_data,desi,39627835555452195,323
COSMOS2015 486400,2009ApJS..184..218L,39627835559645310,149.95940087063403,2.0390886630546188,filtered_data,desi,39627835559645310,324
COSMOS2015 590456,2009ApJS..184..218L,39627841599441312,149.8465166869692,2.194981600084529,filtered_data,desi,39627841599441312,325
[VV2006] J100024.5+020619,2020yCat.1350....0G,39627835563837456,150.10199849286414,2.1054656738587583,filtered_data,desi,39627835563837456,326
HETDEX J100048.38+021454.2,2025PASP..137c4503K,39627841603638563,150.20158609449427,2.24840862988585,filtered_data,desi,39627841603638563,327
[AFH2012] 124,2012ApJ...758...47A,39627841603634901,150.0565699838058,2.2085015802785435,filtered_data,desi,39627841603634901,328
ACS-GC 20092931,2007ApJS..172...99C,39627841603634878,150.05589484518487,2.2334661172370893,filtered_data,desi,39627841603634878,329
COSMOS2015 624284,2020yCat.1350....0G,39627841603634325,150.03718403164683,2.244618871681377,filtered_data,desi,39627841603634325,330
